Recipient Name,Recipient EIN,Recipient Website,Recipient Address
"La Alianza Hispana, Inc.",237121158,http://www.laalianza.org,"1000 Massachusetts Avenue, Suite 101
Boston, MA, United States 02118"
American Jewish Committee,135563393,http://www.ajc.org,"126 High Street
Boston, MA, United States 02110"
Dana-Farber Cancer Institute,42263040,http://www.dana-farber.org/,"450 Brookline Avenue
Boston, MA, United States 2215"
Charles Street African Methodist Episcopal Church,N/A,N/A,"551 Warren St.
Dorchester, MA, United States 02121-0000"
"Arise, Inc.",42914511,http://www.ariseforsocialjustice.org,"38 School St
Springfield, MA, United States 1101"
WGBH Educational Foundation,42104397,http://www.wgbh.org/,"One Guest St.
Springfield, MA, United States 02135-2016"
NUESTRAS RAICES INC,43182556,http://www.nuestras-raices.org,"329 MAIN STREET
Holyoke, MA, United States 01040"
Bethel African Methodist Episcopal Church,43020117,N/A,"40 Walk Hill Street
Jamaica Plain, MA, United States 02130"
Chinese Bible Church of Greater Lowell,43103622,N/A,"197 Littleton Road
Chelmsford, MA, United States 01824"
Northeastern Univ,N/A,N/A,"360 Huntington Avenue 250 Cp
Boston, MA, United States 02115-0000"
Nonprofit Information Networking Association,N/A,https://nonprofitquarterly.org/,"112 Water Street, Suite 400
Boston, MA, United States 02109"
"Living Cities, Inc, The National Community Development Initiative",N/A,http://www.livingcities.org/index.html,"New York City, NY, United States"
Wellesley College,42103637,http://www.wellesley.edu/alum,"106 Central Street
Wellesley, MA, United States 02481-8203"
ReFrame Mentorship,N/A,http://www.reframementorship.org/,"15 Research Drive, Suite B
Amherst, MA, United States 01002"
AbekaM,264363808,http://www.abekam.org/,"279 Pond Street
Jamaica Plain, MA, United States 02130"
Brigham and Women's Hospital,42312909,http://www.brighamandwomens.org/,"45 Francis St.
Boston, MA, United States 02115-6105"
Vigorous InterventionS In Ongoing Natural Settings,521378064,http://www.visions-inc.org,"48 Juniper St.
Roxbury, MA, United States 02119-1749"
Asian Sisters Participating In Reaching Excellence Inc,770596609,http://www.girlsaspire.org,"PO BOX 51037
Boston, MA, United States 02205"
"Boston Affordable Housing Coalition, Inc.",222526244,http://www.saveourhomes.org,"42 Seaverns Avenue
Jamaica Plain, MA, United States 02130"
"Conservation Law Foundation, Inc.",46149986,http://www.clf.org,"62 Summer Street
Boston, MA, United States 2110"
Margaret Fuller Neighborhood House,42103782,http://www.margaretfullerhouse.org,"71 Cherry St.
Cambridge, MA, United States 2139"
Wellington Management Company Charitable Fund,46700836,N/A,"75 State Street
Boston, MA, United States 02109-1843"
Centro Latino,N/A,http://www.centrolatino.org,"267 Broadway
Chelsea, MA, United States 02150-2807"
Grassroots International Inc,42791159,http://www.grassrootsonline.org,"179 Boylston Street, 4th Floor
Boston, MA, United States 2130"
"South Cove Manor Nursing and Rehabilitation Center, Inc.",800687948,http://www.southcovemanor.org,"288 Washington Street
Quincy, MA, United States 02169"
Excel Academy Charter School,N/A,http://www.excelacademy.org/,"180 Second St.
Chelsea, MA, United States 02150-1806"
Inquilinos Boricuas en Accion,N/A,http://www.ibaboston.org/,"405 Shawmut Ave.
Roxbury, MA, United States 02118"
Worcester State Foundation,223248067,http://www.worcester.edu,"486 Chandler Street
Worcester, MA, United States 01602"
Posse Foundation,133840394,http://www.possefoundation.org,"14 Wall Street
New York City, NY, United States 10005"
Harvard University,N/A,N/A,"677 Huntington Ave, Kresge Room 406
Boston, MA, United States 02115"
President & Fellows of Harvard College,N/A,N/A,"1033 Massachusetts Ave 2nd Fl
Cambridge, MA, United States 21380"
Sustainable Economies Law Center,462210531,http://www.theselc.org,"1428 Franklin St.
Oakland, CA, United States 94612"
Gardening the Community,N/A,http://www.gtcspringfield.org,"Po Box 90774
Springfield, MA, United States 01139"
Center for Independent Documentary,42738458,https://www.documentaries.org/,"1300 Soldiers Field Road
Boston, MA, United States 2135"
New England Blacks in Philanthropy,452734485,http://nebip.org,"101 Federal St
Boston, MA, United States 2110"
Maya Educational Foundation,30335159,http://www.mayaedufound.org,"Elizabeth Nicholson / PO Box 1483
Wellfleet, MA, United States 02667"
Enchanted Circle Inc,42685213,http://www.enchantedcircletheater.com,"4 Open Square Way
Holyoke, MA, United States 1040"
Amherst College,42103542,https://www.amherst.edu/,"P.O. Box 5000
Amherst, MA, United States 01002-5000"
Origination 006447,N/A,http://www.originationinc.org,"PO Box 191878
Roxbury, MA, United States 02119"
NEA Foundation for the Improvement of Education,237035089,http://www.neafoundation.org,"1201 16th St., N.W., Ste. 416
Washington, DC, United States 20036-3201"
Single Stop,208837690,http://www.singlestopusa.org/,"633 Third Avenue
New York City, NY, United States 10017"
Brockton Area Multi-Services,42562377,http://www.bamsi.org,"10 Christys Dr
Brockton, MA, United States 02301"
Join for Justice Inc.,43617885,http://www.joinforjustice.org/,"PO Box 51248
Boston, MA, United States 2205"
Right to the City Alliance Inc,943462187,https://righttothecity.org/,"388 Atlantic Avenue, Fl. 2
Brooklyn, NY, United States 11217"
ALMA del MAR CHARTER SCHOOL,N/A,http://almadelmar.org,"26 Madeira Avenue
New Bedford, MA, United States 02746"
All Dorchester Sports League,222827346,http://www.alldorchestersportsleague.org,"PO BOX 220643
Dorchester, MA, United States 02122"
Studio in a School Association,133003112,http://www.studioinaschool.org/,"75 West End Avenue
New York City, NY, United States 10023"
Centro Comunitario de Trabajadores,270445556,http://cct-newbedford.org/,"P.O. Box 1210
New Bedford, MA, United States"
Friends of the Children - Boston,20781415,https://friendsboston.org/,"555 Amory St.
Boston, MA, United States 02130"
Coalition For Social Justice Education Fund,43351827,https://coalitionforsocialjustice.org/,"558 Pleasant St
New Bedford, MA, United States 2740"
Foster America,N/A,https://www.foster-america.org/,"PO Box 220080
Boston, MA, United States 02122"
Permanent Endowment for Marthas Vineyard Inc,42774790,http://www.endowmv.org,"4 Uncas Ave.
Oak Bluffs, MA, United States 02557-0602"
National Religious Partnership for the Environment,136996770,http://www.nrpe.org,"49 S. Pleasant St. Suite 301
Amherst, MA, United States 01002-2468"
Americans for the Arts,521996467,https://blog.americansforthearts.org/,"1000 Vermont Ave., N.W., 6th Fl.
Washington, DC, United States 20005-4940"
Spanish American Center Inc,42761759,http://www.spanishamericancenter.org,"112 Spruce St
Leominster, MA, United States 1453"
Business Advancement and Social Entrepreneurship,202722918,http://basenational.org/aboutus.php,"P.O. Box 552
Boston, MA, United States 02117-0552"
Generation Excel Youth Development Program,202079203,http://www.generationexcel.org,"40 Walk Hill Street
Jamaica Plain, MA, United States 02130"
Ecumenical Social Action Committee,42455301,http://www.esacboston.org,"3313 Washington Street 5
Jamaica Plain, MA, United States 02130"
Boston Asian Youth Essential Service,237288855,http://www.bostonasianyes.org,"199 Harrison Avenue
Boston, MA, United States 2111"
Casa Esperanza Inc.,222525437,http://www.casaesperanza.org,"302 Eustis Street
Roxbury, MA, United States 2119"
"Roxbury Youthworks, Inc.",42733854,http://www.roxburyyouthworks.org,"841 Parker Street Suites 104-106
Roxbury Crossing, MA, United States 02120"
South Boston en Accion,364622949,http://sbaccion.org,"10 Logan Way
South Boston, MA, United States 02127"
DotWell,43433538,http://www.dotwell.org,"1452 Dorchester Ave.
Dorchester, MA, United States 02122-1386"
Homework House Inc,562666698,https://homeworkhouseholyoke.org,"54 N Summer St
Holyoke, MA, United States 1040"
Summer Search NYC,N/A,N/A,"90 Broad Street
New York City, NY, United States 10004"
Waldorf School at Moraine Farm Inc,42861201,http://waldorfmoraine.org,"701 CABOT STREET
Beverly, MA, United States 01915"
Hale Reservation Inc,42111550,http://halereservation.org,"30 Carby St
Westwood, MA, United States 02090"
"Roca, Inc.",N/A,http://www.rocainc.org,"101 Park Street
Chelsea, MA, United States 2150"
Asian American Resource Workshop Inc,42707980,http://www.aarw.org,"42 Charles Street, Suite D
Dorchester, MA, United States 22122"
Strategies for Youth,271389973,https://strategiesforyouth.org/,"P.O. Box 390174
Cambridge, MA, United States 02139-0002"
Massachusetts Affordable Housing Alliance Inc,223042637,http://www.mahahome.org,"1803 Dorchester Avenue
Dorchester, MA, United States 2124"
Bend the Arc,521332694,https://www.jewishpartnership.us/,"330 7th Avenue Suite 1902
New York City, NY, United States 10001"
The Latino Health Ins Program Inc,300614874,http://www.lhiprogram.org,"88 Waverley St Ste 1
Framingham, MA, United States 01702-7100"
Girls LEAP Self-Defense,43454124,http://www.girlsleap.org,"197A Centre St.
Dorchester, MA, United States 02124-2331"
Wopanaak Language and Cultural Weetyoo Inc,412221825,http://www.wlrp.org,"PO Box 2241
Mashpee, MA, United States 02649"
"United Way of Pioneer Valley, Inc.",42152680,http://uwpv.org/,"1441 Main St., Ste. 147
Springfield, MA, United States 01103-1447"
Notre Dame Education Center,43181652,http://www.ndecboston.org,"200 Old Colony Ave
Boston, MA, United States 02127"
National Economic and Social Rights Initiative,731714118,https://dignityandrights.org,"90 John St
New York City, NY, United States 10038"
Partnership for Working Families,710914032,http://www.forworkingfamilies.org/,"1305 Franklin Street
Oakland, CA, United States 94612"
The Working World,202264584,http://www.theworkingworld.org,"P.O. Box 4668
New York City, NY, United States 10163-4668"
Tides Center,943213100,http://www.tides.org,"1014 Torney Avenue
San Francisco, CA, United States 94129"
Museum of Fine Arts Boston,42103607,https://www.mfa.org/,"465 Huntington Ave.
Boston, MA, United States 02115-5523"
Above the Clouds Inc.,461611467,N/A,"Norwood Memorial Airport
Norwood, MA, United States 2062"
Economic Development and Industrial Corporationboston,N/A,N/A,"3 City Hall Sq
Lynn, MA, United States 1901"
Latina Circle Inc.,824167948,https://amplifylatinx.co,"200 Portland Street, Suite 500
Boston, MA, United States 2114"
LATINO STEM ALLIANCE,271941096,http://www.latinostem.org,"20 Moraine St
Boston, MA, United States 2130"
Prosperity Now,N/A,https://prosperitynowg/childrens-...,"Washington, DC, United States"
Armenian Museum of America Inc,N/A,N/A,"65 Main Street
Watertown, MA, United States 02472"
Filmmakers Collaborative,222778829,http://www.filmmakerscollab.org,"6 Eastman Place #202
Melrose, MA, United States 2176"
He Is Me Institute Inc,832578037,http://www.heisme.org,"29 Humphreys Street
Boston, MA, United States 2125"
Jobs for the Future,61164568,http://www.jff.org/,"88 Broad St., 8th Fl.
Boston, MA, United States 02110-3407"
Massachusetts Afterschool Partnership,205116880,https://www.massafterschool.org/,"6 Beacon Street/Suite 312
Boston, MA, United States 02108-4716"
"Worcester Cultural Coalition, Inc.",815010462,N/A,"455 Main St., Rm 4
Worcester, MA, United States 01608"
Voter Choice Education Fund Inc,814563577,N/A,"44 Temple Place
Boston, MA, United States 2111"
Boston Chinese Evangelical Church,N/A,http://www.bcec.net/,"120 Shawmut Ave
Boston, MA, United States 02118"
GROUNDWORK SOMERVILLE INC,43537152,http://www.groundworksomerville.org,"337 Somerville Avenue
Somerville, MA, United States 2143"
Summer Fund,N/A,http://www.summerfund.org/,"55 Court Street
Boston, MA, United States 02108"
EdVestors,760794873,https://www.edvestors.org/,"140 Clarendon St., Ste. 401
Boston, MA, United States 02116-5271"
Brazilian Women's Group Inc,43549382,http://www.verdeamarelo.org,"697 Cambridge Street, Suite 106
Brighton, MA, United States 02135"
WORCESTER INTERFAITH,43158699,http://www.worcesterinterfaith.org,"111 PARK AVE
Worcester, MA, United States 01609"
Freetown Historical Society,237080741,http://freetownhistoricalsociety.org,"PO BOX 253
Assonet, MA, United States 02702-0253"
Casa Nueva Vida,43012063,http://www.casanuevavida.org,"53 Glen Road
Jamaica Plain, MA, United States 02130"
Third Sector New England,42261109,http://www.tsne.org/,"89 South St., Ste. 700
Boston, MA, United States 02111-2680"
"Cultural Survival, Inc.",N/A,N/A,"2067 Massachusetts Avenue
Cambridge, MA, United States 02140"
The Boston Foundation,42104021,http://www.tbf.org/,"75 Arlington St 3rd Floor
Boston, MA, United States 02116"
"SAGA Innovations, Inc.",472168942,http://www.sagainnovations.org/,"10 Laudholm Rd
Newton, MA, United States 02458-1934"
LearnLaunch,461270864,http://learnlaunch.org/,"281 Summer Street
Boston, MA, United States 02210"
The Teachers' Lounge Incorporated,N/A,N/A,"208 Popler Street
Roslindale, MA, United States 02131"
Alliance for a Just Society,911635554,http://allianceforajustsociety.org/,"3518 S Edmunds St
Seattle, WA, United States 98118"
Citizens' Housing and Planning Association Inc,46138418,http://www.chapa.org,"One Beacon Street, 5th Floor
Boston, MA, United States 2108"
Community Catalyst,43355127,https://www.communitycatalyst.org/blog,"One Federal St., 5th Fl.
Boston, MA, United States 02110"
Equal Justice Initiative,631135091,https://eji.org/,"122 Commerce St
Montgomery, AL, United States 36104"
Esperanza Peace and Justice Center,742419582,http://www.esperanzacenter.org,"922 SAN PEDRO AVE
San Antonio, TX, United States 78212"
Greater Boston Food Bank,42717782,http://www.gbfb.org/,"70 South Bay Avenue
Boston, MA, United States 02118"
NAACP Legal Defense and Educational Fund,131655255,http://www.naacpldf.org/,"700 14th St., N.W., Ste. 600
Washington, DC, United States 20005-2010"
New Profit,43396766,http://www.newprofit.org/,"200 Clarendon Street 44th Floor
Boston, MA, United States 02116"
Our Generation Speaks,831059970,N/A,"415 South St, Ms 035
Waltham, MA, United States 02453"
The Bronx Academy of Arts and Dance,N/A,N/A,"2474 Westchester Ave
The Bronx, NY, United States 10461"
Community Training and Assistancecenter Inc,42689402,http://www.ctacusa.com,"One Boston Place
Boston, MA, United States 02108-4420"
Latin American Health Alliance of Central Massachusetts,205359235,http://www.lahaworc.org,"27 Vernon St
Worcester, MA, United States 01610"
Brockton Interfaith Community,223135464,http://www.brocktoninterfaithcommuni...,"65 W ELM STREET
Brockton, MA, United States 02301"
Museum of Science,42103916,http://www.mos.org,"One Science Park
Boston, MA, United States 02114-1099"
"Combined Jewish Philanthropies of Greater Boston, Inc.",42103559,http://www.cjp.org,"Kraft Family Building
Boston, MA, United States 2110"
Rennie Center for Education Research and Policy,510548106,http://www.renniecenter.org/news,"114 State St.
Boston, MA, United States 02109-2402"
